symbol	old_symbol
TRBV6-3	TRBV63
TRBV6-3	TCRBV13S9/13S2A1T
TRBV6-3	TCRBV6S3
TRBV6-4	TRBV64
TRBV6-4	TCRBV13S5
TRBV6-4	TCRBV6S4
TRBV6-5	TRBV65
TRBV6-5	TCRBV13S1
TRBV6-5	TCRBV6S5
TRBV6-6	TRBV66
TRBV6-6	TCRBV13S6A2T
TRBV6-6	TCRBV6S6
TRBV6-7	TRBV67
TRBV6-7	TCRBV13S8P
TRBV6-7	TCRBV6S7
TRBV6-8	TRBV68
TRBV6-8	TCRBV13S7P
TRBV6-8	TCRBV6S8
TRBV6-9	TRBV69
TRBV6-9	TCRBV13S4
TRBV6-9	TCRBV6S9
TRBV7-1	TRBV71
TRBV7-1	TCRBV6S7P
TRBV7-1	TCRBV7S1
TRBV7-2	TRBV72
TRBV7-2	TCRBV6S5A1N1
TRBV7-2	TCRBV7S2
TRBV7-3	TRBV73
TRBV7-3	TCRBV6S1A1N1
TRBV7-3	TCRBV7S3
TRBV7-4	TRBV74
TRBV7-4	TCRBV6S8A2T
TRBV7-4	TCRBV7S4
TRBV7-5	TRBV75
TRBV7-5	TCRBV6S9P
TRBV7-5	TCRBV7S5
TRBV7-6	TRBV76
TRBV7-6	TCRBV6S3A1N1T
TRBV7-6	TCRBV7S6
TRBV7-7	TRBV77
TRBV7-7	TCRBV6S6A2T
TRBV7-7	TCRBV7S7
TRBV7-8	TRBV78
TRBV7-8	TCRBV6S2A1N1T
TRBV7-8	TCRBV7S8
TRBV7-9	TRBV79
TRBV7-9	TCRBV6S4A1
TRBV7-9	TCRBV7S9
TRBV8-1	TRBV81
TRBV8-1	TCRBV30S1P
TRBV8-1	TCRBV8S1P
TRBV8-2	TRBV82
TRBV8-2	TCRBV32S1P
TRBV9	TCRBV1S1A1N1
TRBV9	TCRBV9S1
TRBVA	TCRBV33S1
TRBVAOR9-2	TRBVA/OR9-2
TRBVAOR9-2	TCRBV33S2
TRBVB	TCRBV34S1
TRBVC	
TRC-ACA1-1	tRNA-Cys-ACA-1-1
TRC-ACA1-1	TRNAC32P
TRC-GCA1-1	tRNA-Cys-GCA-1-1
TRC-GCA1-1	TRNAC10
TRC-GCA10-1	tRNA-Cys-GCA-10-1
TRC-GCA10-1	TRNAC21
TRC-GCA11-1	tRNA-Cys-GCA-11-1
TRC-GCA11-1	TRNAC2
TRC-GCA12-1	tRNA-Cys-GCA-12-1
TRC-GCA12-1	TRNAC6
TRC-GCA13-1	tRNA-Cys-GCA-13-1
TRC-GCA13-1	TRNAC23
TRC-GCA14-1	tRNA-Cys-GCA-14-1
TRC-GCA14-1	TRNAC30
TRC-GCA15-1	tRNA-Cys-GCA-15-1
TRC-GCA15-1	TRNAC19
TRC-GCA16-1	tRNA-Cys-GCA-16-1
TRC-GCA16-1	TRNAC11
TRC-GCA17-1	tRNA-Cys-GCA-17-1
TRC-GCA17-1	TRNAC20
TRC-GCA18-1	tRNA-Cys-GCA-18-1
TRC-GCA18-1	TRNAC4
TRC-GCA19-1	tRNA-Cys-GCA-19-1
TRC-GCA19-1	TRNAC13
TRC-GCA2-1	tRNA-Cys-GCA-2-1
TRC-GCA2-1	TRNAC16
TRC-GCA2-1	TRC-GCA2-4
TRC-GCA2-2	tRNA-Cys-GCA-2-2
TRC-GCA2-2	TRNAC5
TRC-GCA2-2	TRC-GCA2-1
TRC-GCA2-3	tRNA-Cys-GCA-2-3
TRC-GCA2-3	TRNAC9
TRC-GCA2-3	TRC-GCA2-2
TRC-GCA2-4	tRNA-Cys-GCA-2-4
TRC-GCA2-4	TRNAC29
TRC-GCA2-4	TRC-GCA2-3
TRC-GCA20-1	tRNA-Cys-GCA-20-1
TRC-GCA20-1	TRNAC22
TRC-GCA21-1	tRNA-Cys-GCA-21-1
TRC-GCA21-1	TRNAC25
TRC-GCA22-1	tRNA-Cys-GCA-22-1
TRC-GCA22-1	TRNAC3
TRC-GCA23-1	tRNA-Cys-GCA-23-1
TRC-GCA23-1	TRNAC15
TRC-GCA24-1	tRNA-Cys-GCA-24-1
TRC-GCA24-1	TRC
TRC-GCA24-1	TRNAC1
TRC-GCA25-1	tRNA-Cys-GCA-25-1
TRC-GCA25-1	TRNAC31P
TRC-GCA3-1	tRNA-Cys-GCA-3-1
TRC-GCA3-1	TRNAC8
TRC-GCA4-1	tRNA-Cys-GCA-4-1
TRC-GCA4-1	TRNAC7
TRC-GCA5-1	tRNA-Cys-GCA-5-1
TRC-GCA5-1	TRNAC12
TRC-GCA6-1	tRNA-Cys-GCA-6-1
TRC-GCA6-1	TRNAC14
TRC-GCA7-1	tRNA-Cys-GCA-7-1
TRC-GCA7-1	TRNAC33
TRC-GCA8-1	tRNA-Cys-GCA-8-1
TRC-GCA8-1	TRNAC24
TRC-GCA9-1	tRNA-Cys-GCA-9-1
TRC-GCA9-1	TRNAC18
TRC-GCA9-2	tRNA-Cys-GCA-9-2
TRC-GCA9-2	TRNAC28
TRC-GCA9-3	tRNA-Cys-GCA-9-3
TRC-GCA9-3	TRNAC26
TRC-GCA9-4	tRNA-Cys-GCA-9-4
TRC-GCA9-4	TRNAC27
TRD	TCRDV1
TRD	TCRD
TRD	TRD@
TRD-GTC1-1	tRNA-Asp-GTC-1-1
TRD-GTC1-1	TRNAD10
TRD-GTC10-1	tRNA-Asp-GTC-10-1
TRD-GTC10-1	TRNAD20P
TRD-GTC2-1	tRNA-Asp-GTC-2-1
TRD-GTC2-1	TRNAD18
TRD-GTC2-10	tRNA-Asp-GTC-2-10
TRD-GTC2-10	TRNAD16
TRD-GTC2-10	TRD-GTC2-8
TRD-GTC2-11	tRNA-Asp-GTC-2-11
TRD-GTC2-11	TRNAD17
TRD-GTC2-11	TRD-GTC2-9
TRD-GTC2-2	tRNA-Asp-GTC-2-2
TRD-GTC2-2	TRNAD11
TRD-GTC2-3	tRNA-Asp-GTC-2-3
TRD-GTC2-3	TRNAD13
TRD-GTC2-4	tRNA-Asp-GTC-2-4
TRD-GTC2-4	TRNAD6
TRD-GTC2-5	tRNA-Asp-GTC-2-5
TRD-GTC2-5	TRNAD5
TRD-GTC2-6	tRNA-Asp-GTC-2-6
TRD-GTC2-6	TRNAD8
TRD-GTC2-6	TRD-GTC2-10
TRD-GTC2-7	tRNA-Asp-GTC-2-7
TRD-GTC2-7	TRNAD14
TRD-GTC2-7	TRD-GTC2-11
TRD-GTC2-8	tRNA-Asp-GTC-2-8
TRD-GTC2-8	TRNAD12
TRD-GTC2-8	TRD-GTC2-6
TRD-GTC2-9	tRNA-Asp-GTC-2-9
TRD-GTC2-9	TRNAD15
TRD-GTC2-9	TRD-GTC2-7
TRD-GTC3-1	tRNA-Asp-GTC-3-1
TRD-GTC3-1	TRNAD9
TRD-GTC4-1	tRNA-Asp-GTC-4-1
TRD-GTC4-1	TRNAD2
TRD-GTC5-1	tRNA-Asp-GTC-5-1
TRD-GTC5-1	TRNAD3
TRD-GTC6-1	tRNA-Asp-GTC-6-1
TRD-GTC6-1	TRNAD7
TRD-GTC7-1	tRNA-Asp-GTC-7-1
TRD-GTC7-1	TRNAD4
TRD-GTC8-1	tRNA-Asp-GTC-8-1
TRD-GTC8-1	TRNAD19
TRD-GTC9-1	tRNA-Asp-GTC-9-1
TRD-GTC9-1	TRD
TRD-GTC9-1	TRNAD1
TRDC	
TRDD1	
TRDD2	
TRDD3	
TRDJ1	
TRDJ2	
TRDJ3	
TRDJ4	
TRDMT1	RNMT1
TRDMT1	DNMT2
TRDN	TRISK
TRDN-AS1	HRAT13
TRDV1	hDV101S1
TRDV2	hDV102S1
TRDV2	MGC117421
TRDV3	hDV103S1
TRE-CTC1-1	tRNA-Glu-CTC-1-1
TRE-CTC1-1	TRNAE21
TRE-CTC1-2	tRNA-Glu-CTC-1-2
TRE-CTC1-2	TRNAE13
TRE-CTC1-3	tRNA-Glu-CTC-1-3
TRE-CTC1-3	TRNAE22
TRE-CTC1-4	tRNA-Glu-CTC-1-4
TRE-CTC1-4	TRNAE18
TRE-CTC1-5	tRNA-Glu-CTC-1-5
TRE-CTC1-5	TRNAE5
TRE-CTC1-6	tRNA-Glu-CTC-1-6
TRE-CTC1-6	TRNAE6
TRE-CTC1-7	tRNA-Glu-CTC-1-7
TRE-CTC1-7	TRNAE19
TRE-CTC10-1	tRNA-Glu-CTC-10-1
TRE-CTC10-1	TRNAE43P
TRE-CTC11-1	tRNA-Glu-CTC-11-1
TRE-CTC11-1	TRNAE35P
TRE-CTC12-1	tRNA-Glu-CTC-12-1
TRE-CTC12-1	TRNAE27P
TRE-CTC13-1	tRNA-Glu-CTC-13-1
TRE-CTC13-1	TRNAE31P
TRE-CTC14-1	tRNA-Glu-CTC-14-1
TRE-CTC14-1	TRNAE28P
TRE-CTC15-1	tRNA-Glu-CTC-15-1
TRE-CTC15-1	TRNAE41P
TRE-CTC16-1	tRNA-Glu-CTC-16-1
TRE-CTC16-1	TRNAE42P
TRE-CTC17-1	tRNA-Glu-CTC-17-1
TRE-CTC17-1	TRNAE14
TRE-CTC18-1	tRNA-Glu-CTC-18-1
TRE-CTC18-1	TRNAE37P
TRE-CTC2-1	tRNA-Glu-CTC-2-1
TRE-CTC2-1	TRNAE24
TRE-CTC3-1	tRNA-Glu-CTC-3-1
TRE-CTC3-1	TRNAE4
TRE-CTC4-1	tRNA-Glu-CTC-4-1
TRE-CTC4-1	TRNAE39P
TRE-CTC5-1	tRNA-Glu-CTC-5-1
TRE-CTC5-1	TRNAE17
TRE-CTC6-1	tRNA-Glu-CTC-6-1
TRE-CTC6-1	TRNAE25
TRE-CTC7-1	tRNA-Glu-CTC-7-1
TRE-CTC7-1	TRNAE36P
TRE-CTC8-1	tRNA-Glu-CTC-8-1
TRE-CTC8-1	TRNAE9
TRE-CTC9-1	tRNA-Glu-CTC-9-1
TRE-CTC9-1	TRNAE38P
TRE-TTC1-1	tRNA-Glu-TTC-1-1
TRE-TTC1-1	TRNAE26
TRE-TTC1-1	TRE-TTC1-2
TRE-TTC1-2	tRNA-Glu-TTC-1-2
TRE-TTC1-2	TRNAE20
TRE-TTC1-2	TRE-TTC1-1
TRE-TTC10-1	tRNA-Glu-TTC-10-1
TRE-TTC10-1	TRNAE29P
TRE-TTC11-1	tRNA-Glu-TTC-11-1
TRE-TTC11-1	TRNAE15
TRE-TTC12-1	tRNA-Glu-TTC-12-1
TRE-TTC12-1	TRNAE3
TRE-TTC13-1	tRNA-Glu-TTC-13-1
TRE-TTC13-1	TRNAE10
TRE-TTC14-1	tRNA-Glu-TTC-14-1
TRE-TTC14-1	TRNAE34P
TRE-TTC15-1	tRNA-Glu-TTC-15-1
TRE-TTC15-1	TRNAE33P
TRE-TTC16-1	tRNA-Glu-TTC-16-1
TRE-TTC16-1	TRNAE16
TRE-TTC2-1	tRNA-Glu-TTC-2-1
TRE-TTC2-1	TRNAE7
TRE-TTC2-2	tRNA-Glu-TTC-2-2
TRE-TTC2-2	TRNAE11
TRE-TTC3-1	tRNA-Glu-TTC-3-1
TRE-TTC3-1	TRE
TRE-TTC3-1	TRNAE1
TRE-TTC4-1	tRNA-Glu-TTC-4-1
TRE-TTC4-1	TRNAE44
TRE-TTC4-2	tRNA-Glu-TTC-4-2
TRE-TTC4-2	TRNAE23
TRE-TTC5-1	tRNA-Glu-TTC-5-1
TRE-TTC5-1	TRNAE8
TRE-TTC6-1	tRNA-Glu-TTC-6-1
TRE-TTC6-1	TRNAE32P
TRE-TTC7-1	tRNA-Glu-TTC-7-1
TRE-TTC7-1	TRNAE30P
TRE-TTC8-1	tRNA-Glu-TTC-8-1
TRE-TTC8-1	TRNAE12
TRE-TTC8-2	tRNA-Glu-TTC-8-2
TRE-TTC9-1	tRNA-Glu-TTC-9-1
TRE-TTC9-1	TRNAE40P
TREH	TRE
TREH	TREA
TREH	MGC129621
TREHP1	
TREM1	TREM-1
TREM1	CD354
TREM2	TREM-2
TREM2	Trem2a
TREM2	Trem2b
TREM2	Trem2c
TREML1	TLT1
TREML1	dJ238O23.3
TREML2	FLJ13693
TREML2	TLT2
TREML2	dJ238O23.1
TREML2	C6orf76
TREML3P	TLT3
TREML3P	TREML3
TREML4	TLT4
TREML5P	TLT5
TREML5P	TREML2P
TREML5P	TREML2P1
TRERF1	TReP-132
TRERF1	HSA277276
TRERF1	RAPA
TRERF1	dJ139D8.5
TRERF1	BCAR2
TRERNA1	ncRNA-a7
TRERNA1	treRNA
TRERNA1	LINC00651
TREX1	DRN3
TREX1	AGS1
TREX2	
TRF-GAA1-1	tRNA-Phe-GAA-1-1
TRF-GAA1-1	TRNAF3
TRF-GAA1-1	TRF-GAA1-5
TRF-GAA1-2	tRNA-Phe-GAA-1-2
TRF-GAA1-2	TRNAF7
TRF-GAA1-2	TRF-GAA1-6
TRF-GAA1-3	tRNA-Phe-GAA-1-3
TRF-GAA1-3	TRNAF11
TRF-GAA1-3	TRF-GAA1-1
TRF-GAA1-4	tRNA-Phe-GAA-1-4
TRF-GAA1-4	TRNAF2
TRF-GAA1-4	TRF-GAA1-2
TRF-GAA1-5	tRNA-Phe-GAA-1-5
TRF-GAA1-5	TRNAF6
TRF-GAA1-5	TRF-GAA1-3
TRF-GAA1-6	tRNA-Phe-GAA-1-6
TRF-GAA1-6	TRNAF10
TRF-GAA1-6	TRF-GAA1-4
TRF-GAA10-1	tRNA-Phe-GAA-10-1
TRF-GAA10-1	TRNAF16P
TRF-GAA11-1	tRNA-Phe-GAA-11-1
TRF-GAA11-1	TRNAF15P
TRF-GAA12-1	tRNA-Phe-GAA-12-1
TRF-GAA12-1	TRNAF14P
TRF-GAA2-1	tRNA-Phe-GAA-2-1
TRF-GAA2-1	TRNAF1
TRF-GAA3-1	tRNA-Phe-GAA-3-1
TRF-GAA3-1	TRNAF5
TRF-GAA4-1	tRNA-Phe-GAA-4-1
TRF-GAA4-1	TRNAF9
TRF-GAA5-1	tRNA-Phe-GAA-5-1
TRF-GAA5-1	TRNAF4
TRF-GAA6-1	tRNA-Phe-GAA-6-1
TRF-GAA6-1	TRNAF8
TRF-GAA7-1	tRNA-Phe-GAA-7-1
TRF-GAA7-1	TRNAF12
TRF-GAA8-1	tRNA-Phe-GAA-8-1
TRF-GAA8-1	TRNAF13P
TRF-GAA9-1	tRNA-Phe-GAA-9-1
TRF-GAA9-1	TRNAF17P
TRG	TCRG
TRG	TRG@
TRG-AS1	
TRG-CCC1-1	tRNA-Gly-CCC-1-1
TRG-CCC1-1	TRNAG37
TRG-CCC1-2	tRNA-Gly-CCC-1-2
TRG-CCC1-2	TRNAG28
TRG-CCC2-1	tRNA-Gly-CCC-2-1
TRG-CCC2-1	TRNAG22
TRG-CCC2-1	TRG-CCC2-2
TRG-CCC2-2	tRNA-Gly-CCC-2-2
TRG-CCC2-2	TRG4
TRG-CCC2-2	TRNAG4
TRG-CCC2-2	TRG-CCC2-1
TRG-CCC3-1	tRNA-Gly-CCC-3-1
TRG-CCC3-1	TRNAG26
TRG-CCC4-1	tRNA-Gly-CCC-4-1
TRG-CCC4-1	TRNAV35P
TRG-CCC4-1	TRNAG36
TRG-CCC5-1	tRNA-Gly-CCC-5-1
TRG-CCC5-1	TRNAG10
TRG-CCC6-1	tRNA-Gly-CCC-6-1
TRG-CCC6-1	TRNAG34P
TRG-CCC7-1	tRNA-Gly-CCC-7-1
TRG-CCC7-1	TRNAG32P
TRG-CCC8-1	tRNA-Gly-CCC-8-1
TRG-GCC1-1	tRNA-Gly-GCC-1-1
TRG-GCC1-1	TRNAG30
TRG-GCC1-2	tRNA-Gly-GCC-1-2
TRG-GCC1-2	TRNAG23
TRG-GCC1-3	tRNA-Gly-GCC-1-3
TRG-GCC1-3	TRNAG21
TRG-GCC1-4	tRNA-Gly-GCC-1-4
TRG-GCC1-4	TRNAG15
TRG-GCC1-5	tRNA-Gly-GCC-1-5
TRG-GCC1-5	TRNAG27
TRG-GCC2-1	tRNA-Gly-GCC-2-1
TRG-GCC2-1	TRNAG31
TRG-GCC2-2	tRNA-Gly-GCC-2-2
TRG-GCC2-2	TRNAG19
TRG-GCC2-2	TRG-GCC2-5
TRG-GCC2-3	tRNA-Gly-GCC-2-3
TRG-GCC2-3	TRNAG29
TRG-GCC2-3	TRG-GCC2-6
TRG-GCC2-4	tRNA-Gly-GCC-2-4
TRG-GCC2-4	TRNAG6
TRG-GCC2-4	TRG-GCC2-2
TRG-GCC2-5	tRNA-Gly-GCC-2-5
TRG-GCC2-5	TRNAG16
TRG-GCC2-5	TRG-GCC2-3
TRG-GCC2-6	tRNA-Gly-GCC-2-6
TRG-GCC2-6	TRG2
TRG-GCC2-6	TRNAG2
TRG-GCC2-6	TRG-GCC2-4
TRG-GCC3-1	tRNA-Gly-GCC-3-1
TRG-GCC3-1	TRGL1
TRG-GCC3-1	TRG5
TRG-GCC3-1	TRNAG5
TRG-GCC4-1	tRNA-Gly-GCC-4-1
TRG-GCC4-1	TRNAG25
TRG-GCC5-1	tRNA-Gly-GCC-5-1
TRG-GCC5-1	TRNAG20
TRG-GCC6-1	tRNA-Gly-GCC-6-1
TRG-GCC6-1	TRNAG12
TRG-TCC1-1	tRNA-Gly-TCC-1-1
TRG-TCC1-1	TRG3
TRG-TCC1-1	TRNAG3
TRG-TCC2-1	tRNA-Gly-TCC-2-1
TRG-TCC2-1	TRNAG11
TRG-TCC2-2	tRNA-Gly-TCC-2-2
TRG-TCC2-2	TRNAG24
TRG-TCC2-3	tRNA-Gly-TCC-2-3
TRG-TCC2-3	TRNAG13
TRG-TCC2-4	tRNA-Gly-TCC-2-4
TRG-TCC2-4	TRNAG17
TRG-TCC2-5	tRNA-Gly-TCC-2-5
TRG-TCC2-5	TRNAG9
TRG-TCC2-6	tRNA-Gly-TCC-2-6
TRG-TCC2-6	TRNAG8
TRG-TCC3-1	tRNA-Gly-TCC-3-1
TRG-TCC3-1	TRNAG18
TRG-TCC4-1	tRNA-Gly-TCC-4-1
TRG-TCC4-1	TRNAG7
TRG-TCC5-1	tRNA-Gly-TCC-5-1
TRG-TCC5-1	TRNAG33P
TRG-TCC6-1	tRNA-Gly-TCC-6-1
TRG-TCC6-1	TRNAG35P
TRGC1	C1
TRGC1	TCRGC1
TRGC2	TRGC2(2X)
TRGC2	TRGC2(3X)
TRGC2	TCRGC2
TRGJ1	J1
TRGJ1	TCRGJ1
TRGJ2	J2
TRGJ2	TCRGJ2
TRGJP	JP
TRGJP	TCRGJP
TRGJP1	JP1
TRGJP1	TCRGJP1
TRGJP2	JP2
TRGJP2	TCRGJP2
TRGV1	V1S1P
TRGV1	TCRGV1
TRGV10	V3P
TRGV10	TCRGV10
TRGV11	V4P
TRGV11	TCRGV11
TRGV2	VIS2
TRGV2	TCRGV2
TRGV3	V1S3
TRGV3	TCRGV3
TRGV4	V1S4
TRGV4	TCRGV4
TRGV5	V1S5
TRGV5	TCRGV5
TRGV5P	V1S5P
TRGV5P	TCRGV5P
TRGV6	V1S5P
TRGV6	TCRGV5P
TRGV6	TCRGV6
TRGV7	V1S7P
TRGV7	TCRGV7
TRGV8	V1S8
TRGV8	TCRGV8
TRGV9	V2
TRGV9	TCRGV9
TRGVA	V5P
TRGVA	TCRGVA
TRGVB	V6P
TRGVB	TCRGVB
TRH	
TRH-GTG1-1	tRNA-His-GTG-1-1
TRH-GTG1-1	TRNAH4
TRH-GTG1-2	tRNA-His-GTG-1-2
TRH-GTG1-2	TRNAH10
TRH-GTG1-3	tRNA-His-GTG-1-3
TRH-GTG1-3	TRNAH9
TRH-GTG1-4	tRNA-His-GTG-1-4
TRH-GTG1-4	TRNAH7
TRH-GTG1-5	tRNA-His-GTG-1-5
TRH-GTG1-5	TRNAH3
TRH-GTG1-5	TRH-GTG1-8
TRH-GTG1-6	tRNA-His-GTG-1-6
TRH-GTG1-6	TRNAH5
TRH-GTG1-6	TRH-GTG1-9
TRH-GTG1-7	tRNA-His-GTG-1-7
TRH-GTG1-7	TRNAH1
TRH-GTG1-7	TRH-GTG1-5
TRH-GTG1-8	tRNA-His-GTG-1-8
TRH-GTG1-8	TRNAH2
TRH-GTG1-8	TRH-GTG1-6
TRH-GTG1-9	tRNA-His-GTG-1-9
TRH-GTG1-9	TRNAH6
TRH-GTG1-9	TRH-GTG1-7
TRH-GTG2-1	tRNA-His-GTG-2-1
TRH-GTG2-1	TRNAH11
TRH-GTG3-1	tRNA-His-GTG-3-1
TRH-GTG3-1	TRNAH8
TRHDE	PGPEP2
TRHDE	TRH-DE
TRHDE	PAP-II
TRHDE-AS1	
TRHR	
TRI-AAT1-1	tRNA-Ile-AAT-1-1
TRI-AAT1-1	TRNAI12
TRI-AAT10-1	tRNA-Ile-AAT-10-1
TRI-AAT10-1	TRNAI28P
TRI-AAT11-1	tRNA-Ile-AAT-11-1
TRI-AAT11-1	TRNAI29P
TRI-AAT12-1	tRNA-Ile-AAT-12-1
TRI-AAT12-1	TRNAI30P
TRI-AAT2-1	tRNA-Ile-AAT-2-1
TRI-AAT2-1	TRNAI4
TRI-AAT3-1	tRNA-Ile-AAT-3-1
TRI-AAT3-1	TRNAI11
TRI-AAT4-1	tRNA-Ile-AAT-4-1
TRI-AAT4-1	TRNAI24
TRI-AAT5-1	tRNA-Ile-AAT-5-1
TRI-AAT5-1	TRNAI9
TRI-AAT5-1	TRI-AAT5-3
TRI-AAT5-2	tRNA-Ile-AAT-5-2
TRI-AAT5-2	TRNAI20
TRI-AAT5-2	TRI-AAT5-4
TRI-AAT5-3	tRNA-Ile-AAT-5-3
TRI-AAT5-3	TRNAI17
TRI-AAT5-3	TRI-AAT5-5
TRI-AAT5-4	tRNA-Ile-AAT-5-4
TRI-AAT5-4	TRNAI15
TRI-AAT5-4	TRI-AAT5-1
TRI-AAT5-5	tRNA-Ile-AAT-5-5
TRI-AAT5-5	TRNAI23
TRI-AAT5-5	TRI-AAT5-2
TRI-AAT6-1	tRNA-Ile-AAT-6-1
TRI-AAT6-1	TRNAI22
TRI-AAT7-1	tRNA-Ile-AAT-7-1
TRI-AAT7-1	TRNAI8
TRI-AAT7-2	tRNA-Ile-AAT-7-2
TRI-AAT7-2	TRNAI25
TRI-AAT8-1	tRNA-Ile-AAT-8-1
TRI-AAT8-1	TRNAI5
TRI-AAT9-1	tRNA-Ile-AAT-9-1
TRI-AAT9-1	TRI
TRI-AAT9-1	TRNAI1
TRI-GAT1-1	tRNA-Ile-GAT-1-1
TRI-GAT1-1	TRNAI7
TRI-GAT1-2	tRNA-Ile-GAT-1-2
TRI-GAT1-2	TRNAI3
TRI-GAT1-3	tRNA-Ile-GAT-1-3
TRI-GAT1-3	TRNAI26
TRI-TAT1-1	tRNA-Ile-TAT-1-1
TRI-TAT1-1	TRNAI18
TRI-TAT2-1	tRNA-Ile-TAT-2-1
TRI-TAT2-1	TRNAI13
TRI-TAT2-2	tRNA-Ile-TAT-2-2
TRI-TAT2-2	TRNAI2
TRI-TAT2-3	tRNA-Ile-TAT-2-3
TRI-TAT2-3	TRNAI6
TRI-TAT3-1	tRNA-Ile-TAT-3-1
TRI-TAT3-1	TRNAI21
TRIAP1	P53CSV
TRIAP1	WF-1
TRIAP1	HSPC132
TRIAP1	p53CSV
TRIAP1	MDM35
TRIAP1P1	bA748L13.4
TRIAP1P1	C10orf135
TRIB1	C8FW
TRIB1	GIG2
TRIB1	TRB1
TRIB2	TRB2
TRIB2	GS3955
TRIB3	dJ1103G7.3
TRIB3	TRB3
TRIB3	C20orf97
TRIL	KIAA0644
TRIM10	RFB30
TRIM10	HERF1
TRIM10	RNF9
TRIM11	RNF92
TRIM11	BIA1
TRIM13	Leu5
TRIM13	RNF77
TRIM13	DLEU5
TRIM13	RFP2
TRIM14	KIAA0129
TRIM15	ZNFB7
TRIM15	RNF93
TRIM15	ZNF178
TRIM16	EBBP
TRIM16L	TRIM70
TRIM17	terf
TRIM17	RBCC
TRIM17	RNF16
TRIM2	KIAA0517
TRIM2	RNF86
TRIM2	CMT2R
TRIM21	RNF81
TRIM21	RO52
TRIM21	SSA1
TRIM22	STAF50
TRIM22	GPSTAF50
TRIM22	RNF94
TRIM23	ARD1
TRIM23	RNF46
TRIM23	ARFD1
TRIM24	hTIF1
TRIM24	Tif1a
TRIM24	RNF82
TRIM24	TIF1A
TRIM24	TIF1
TRIM25	EFP
TRIM25	RNF147
TRIM25	ZNF147
TRIM26	RNF95
TRIM26	ZNF173
TRIM26BP	Em:AB023053.1
TRIM26BP	TRIM26P1
TRIM26BP	TRIM26P
TRIM27	RNF76
TRIM27	RFP
TRIM28	TIF1B
TRIM28	KAP1
TRIM28	TF1B
TRIM28	RNF96
TRIM28	PPP1R157
TRIM29	ATDC
TRIM29	FLJ36085
TRIM3	HAC1
TRIM3	BERP
TRIM3	RNF97
TRIM3	RNF22
TRIM31	RNF
TRIM31	HCGI
TRIM31	C6orf13
TRIM31	HCG1
TRIM31-AS1	
TRIM32	HT2A
TRIM32	TATIP
TRIM32	BBS11
TRIM32	LGMD2H
TRIM33	TIF1GAMMA
TRIM33	FLJ11429
TRIM33	KIAA1113
TRIM33	TIFGAMMA
TRIM33	RFG7
TRIM33	TF1G
TRIM33	TIF1G
TRIM33	PTC7
TRIM34	RNF21
TRIM35	KIAA1098
TRIM35	MAIR
TRIM35	HLS5
TRIM36	RBCC728
TRIM36	RNF98
TRIM36	HAPRIN
TRIM36-IT1	
TRIM37	KIAA0898
TRIM37	POB1
TRIM37	TEF3
TRIM37	MUL
TRIM38	RORET
TRIM38	RNF15
TRIM39	RNF23
TRIM39-RPP21	
TRIM4	RNF87
TRIM40	RNF35
TRIM41	MGC1127
TRIM41	RINCK
TRIM42	FLJ40097
TRIM42	PPP1R40
TRIM42	T4A1
TRIM43	TRIM43A
TRIM43B	
TRIM43CP	
TRIM44	DIPB
TRIM44	MC7
TRIM45	FLJ13181
TRIM45	RNF99
TRIM46	FLJ23229
TRIM46	TRIFIC
TRIM47	GOA
TRIM47	RNF100
TRIM48	RNF101
TRIM49	TRIM49A
TRIM49	RNF18
TRIM49B	
TRIM49C	TRIM49L2
TRIM49D1	TRIM49D
TRIM49D1	TRIM49DP
TRIM49D1	TRIM49D1P
TRIM49D2	TRIM49L
TRIM49D2	TRIM49L1
TRIM49D2	TRIM49D2P
TRIM5	RNF88
TRIM5	TRIM5alpha
TRIM50	FLJ32804
TRIM50	TRIM50A
TRIM51	TRIM51A
TRIM51	SPRYD5
TRIM51BP	SPRYD5P
TRIM51BP	SPRYD5P1
TRIM51CP	
TRIM51DP	
TRIM51EP	
TRIM51FP	
TRIM51GP	
TRIM51HP	
TRIM51JP	
TRIM52	RNF102
TRIM52-AS1	
TRIM53AP	TRIM53
TRIM53AP	TRIM53P
TRIM53BP	TRIM53L
TRIM53BP	TRIM53B
TRIM53BP	TRIM80P
TRIM53CP	
TRIM54	MURF
TRIM54	MURF-3
TRIM54	RNF30
TRIM55	MURF-2
TRIM55	RNF29
TRIM56	RNF109
TRIM58	BIA2
TRIM59	TSBF1
TRIM59	Mrf1
TRIM59	RNF104
TRIM59	TRIM57
TRIM6	RNF89
TRIM6-TRIM34	
TRIM60	FLJ35882
TRIM60	RNF129
TRIM60	RNF33
TRIM60P10Y	TRIM60P10
TRIM60P10Y	TRIM60PY10
TRIM60P11Y	TRIM60P11
TRIM60P11Y	TRIM60PY11
TRIM60P12Y	TRIM60P12
TRIM60P12Y	TRIM60PY12
TRIM60P13	
TRIM60P14	
TRIM60P15	
TRIM60P16	
TRIM60P17	
TRIM60P18	
TRIM60P19	
TRIM60P1Y	TRIM60P1
TRIM60P1Y	TRIM60PY1
TRIM60P2Y	TRIM60P2
TRIM60P2Y	TRIM60PY2
TRIM60P3Y	TRIM60P3
TRIM60P3Y	TRIM60PY3
TRIM60P4Y	TRIM60P4
TRIM60P4Y	TRIM60PY4
